title_name,company_name,location,summary,post_day,rating,salary,jobs_type
newData Engineer,Matador Resources,"Dallas, TX 75240 75240 (Far North area)","Working with end users, design user interfaces to present data in an accurate and actionable format.As part of the Information Technology Team, the Data…View all Matador Resources jobs in Dallas, TX - Dallas jobsSalary Search: Data Engineer salaries in Dallas, TXSee popular questions & answers about Matador Resources",Today,2.7,,Full-time
Data Science Consultant,Artis Consulting,"Hybrid remote in Richardson, TX 75082 75082","As a Data Science Consultant, you will be responsible for assisting our clients envision, design and deploy Machine Learning and Artificial Intelligence…View all Artis Consulting jobs in Richardson, TX - Richardson jobsSalary Search: Data Science Consultant salaries in Richardson, TX",30+ days ago,,,
newSr. Data Scientist,Michaels,"Dallas-Fort Worth, TX 75261 75261","Work with teams to implement solutions based on data findings.You will interpret results from multiple sources using techniques including statistical analysis,…View all Michaels jobs in Dallas-Fort Worth, TX - Dallas-Fort Worth jobsSalary Search: Sr. Data Scientist salaries in Dallas-Fort Worth, TXSee popular questions & answers about Michaels",5 days ago,3.5,,Full-time
Data Scientist 2 (100% Remote),AAA Texas,"Remote in Coppell, TX 75019 75019","Functionally assist new data scientists with their work efforts.It is an innovative team seeking to improve the way the company operates by analyzing data in…View all AAA Texas jobs in Coppell, TX - Coppell jobsSalary Search: Data Scientist 2 (100% Remote) salaries in Coppell, TXSee popular questions & answers about AAA Texas",20 days ago,3.2,,
Risk Analyst,Lendem Solutions,"Plano, TX 75024 75024","Understand and work with MySQL data in several different data environments.Advanced data analytics in a big data environment within a risk & fraud function is…View all Lendem Solutions jobs in Plano, TX - Plano jobsSalary Search: Risk Analyst salaries in Plano, TX",Active 3 days ago,,"$65,000 - $85,000 a year","$65,000 - $85,000 a year"
newData Scientist Financial Analyst,Ericsson,"Remote in Plano, TX","Provide thought leadership, perform Advanced Statistical Analytics, and build insights into data to provide to the business meaningful insights, identify trends…View all Ericsson jobs in Plano, TX - Plano jobsSalary Search: Data Scientist Financial Analyst salaries in Plano, TXSee popular questions & answers about Ericsson",1 day ago,4.1,,
newData and AI Architect,IBM,"Dallas, TX 75201 75201","Familiarity with relevant enterprise data architecture frameworks and industry standards across key data platforms.12 weeks of paid parental bonding leave.View all IBM jobs in Dallas, TX - Dallas jobsSalary Search: Data and AI Architect salaries in Dallas, TXSee popular questions & answers about IBM",2 days ago,3.9,,Full-time
Senior Analytics Consultant - Enterprise Analytics & Data Sc...,WELLS FARGO BANK,"Addison, TX","Knowledge and understanding of data organizing or structuring complex data across varied data sources.1+ years of experience delivering Extract Transform and…View all WELLS FARGO BANK jobs in Addison, TX - Addison jobsSalary Search: Senior Analytics Consultant - Enterprise Analytics & Data Science salaries in Addison, TXSee popular questions & answers about WELLS FARGO BANK",20 days ago,3.7,,Full-time
Data Scientist,"DriveTime Automotive Group, Inc.","Dallas, TX+1 location","Partner with business customers to manage data for modeling and analytics - Partner with Machine Learning Engineers in development and implementation of models.View all DriveTime Automotive Group, Inc. jobs in Dallas, TX - Dallas jobsSalary Search: Data Scientist salaries in Dallas, TXSee popular questions & answers about DriveTime Automotive Group, Inc.",11 days ago,3.3,,Full-time
Data Scientist – SaaS,Siemens,"Plano, TX 75024 75024","3+ years of professional experience as a data scientist in the SaaS industry.Refine attribution logic and create data-backed approaches to measure…View all Siemens jobs in Plano, TX - Plano jobsSalary Search: Data Scientist – SaaS salaries in Plano, TXSee popular questions & answers about Siemens",23 days ago,4.0,,Full-time
Data Analyst,NTE Mobility Partners LLC,"Dallas, TX","Training in data science techniques either through academia or work experience.Perform data mining and data wrangling from primary and secondary sources, use…View all NTE Mobility Partners LLC jobs in Dallas, TX - Dallas jobsSalary Search: Data Analyst salaries in Dallas, TXSee popular questions & answers about NTE Mobility Partners LLC",30+ days ago,3.3,,
"newApplied Scientist, ES Tech Machine Learning",Amazon.com Services LLC,"Dallas, TX","In this role, you will work to establish world class data science, analytics and reporting for Amazonians as part of building the Personalization Engine for HR.View all Amazon.com Services LLC jobs in Dallas, TX - Dallas jobsSalary Search: Applied Scientist, ES Tech Machine Learning salaries in Dallas, TXSee popular questions & answers about Amazon.com Services LLC",7 days ago,3.5,,Full-time
newBI Data Engineer (Remote),Kforce,"Remote in Addison, TX 75001 75001",Create processes and frameworks for more complicated data science projects across distributed systems.Serve as a liaison between the BI Team and other entities…,2 days ago,3.8,,Full-time
Data Analyst,FLYR Labs,"Dallas, TX","Work closely with data scientists and data engineers to extract insights from data.You will apply your technical expertise to transform complex, imperfect…View all FLYR Labs jobs in Dallas, TX - Dallas jobsSalary Search: Data Analyst salaries in Dallas, TX",21 days ago,,,
Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","Dallas, TX","4+ years of industry experience in predictive modeling, data science, and analysis.Experience handling terabyte size datasets, diving into data to discover…View all Amazon Web Services, Inc. jobs in Dallas, TX - Dallas jobsSalary Search: Data Scientist - Nationwide Opportunities salaries in Dallas, TXSee popular questions & answers about Amazon Web Services, Inc.",30+ days ago,3.5,,Full-time
Data Engineer,"Quantum Assurance International, Inc.","Allen, TX 75013 75013","Strong knowledge of data mining, data modeling, data warehousing, and distributed storage and computing.Collaborate with leadership, product, analytics, and…View all Quantum Assurance International, Inc. jobs in Allen, TX - Allen jobsSalary Search: Data Engineer salaries in Allen, TXSee popular questions & answers about Quantum Assurance International, Inc.",30+ days ago,3.6,,
newData Science Manager- Applied Artificial Intelligence,Deloitte,"Dallas, TX 75201 75201 (Downtown area)+56 locations","To prepare data for analysis, visualize data as part of exploratory analysis, generate features, and other similar data science driven data handling.View all Deloitte jobs in Dallas, TX - Dallas jobsSalary Search: Data Science Manager- Applied Artificial Intelligence salaries in Dallas, TXSee popular questions & answers about Deloitte",1 day ago,4.0,,Full-time
Data Scientist,Trinity Industries,"Dallas, TX","Bring deep expertise in a data visualization framework and techniques in translating business analytics needs into data visualization and semantic data access…View all Trinity Industries jobs in Dallas, TX - Dallas jobsSalary Search: Data Scientist salaries in Dallas, TXSee popular questions & answers about Trinity Industries",13 days ago,3.7,,
"Data Analyst, Consumer",Sophos,"Dallas, TX","A bachelor’s degree or equivalent experience in data science or business.Proactively seek out opportunities hidden in our or industry data, and articulate your…View all Sophos jobs in Dallas, TX - Dallas jobsSalary Search: Data Analyst, Consumer salaries in Dallas, TX",30+ days ago,,,
Data Scientist Consultant (Central)- Remote,TigerGraph,"Remote in Dallas, TX","Develop custom data models and algorithms to apply to graph data.Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and…View all TigerGraph jobs in Dallas, TX - Dallas jobsSalary Search: Data Scientist Consultant (Central)- Remote salaries in Dallas, TX",30+ days ago,,,
Data Scientist,Kairos Technologies,"Irving, TX 75062 75062 (Belt Line area)","Design solutions such as build models using AI/ML and using standard data science techniques.Perform analysis on fraud data/trends.View all Kairos Technologies jobs in Irving, TX - Irving jobsSalary Search: Data Scientist salaries in Irving, TX",Active 2 days ago,,,
newHead of Data Visualization and Storytelling (Vice President),"JPMorgan Chase Bank, N.A.","Plano, TX","As the Head of Human Resources Data Visualization and Storytelling, you will direct the visual presentation of HR Data and Analytics' business insights and…View all JPMorgan Chase Bank, N.A. jobs in Plano, TX - Plano jobsSalary Search: Head of Data Visualization and Storytelling (Vice President) salariesSee popular questions & answers about JPMorgan Chase Bank, N.A.",5 days ago,3.9,,Full-time
newDigital Data Analyst,Topgolf,"Dallas, TX 75231 75231 (Northeast Dallas area)","5+ years strong data analysis as well as with data tools & systems required.5+ years data visualization and/or dashboard creation required.View all Topgolf jobs in Dallas, TX - Dallas jobsSalary Search: Digital Data Analyst salaries in Dallas, TXSee popular questions & answers about Topgolf",8 days ago,3.7,,
Cloud Support Engineer I - Artificial Intelligence/Machine L...,"Amazon Web Services, Inc.","Dallas, TX+23 locations","Experience with data preparation techniques for training.Understanding Machine Learning concepts, such as common ML algorithms and their uses and data…View all Amazon Web Services, Inc. jobs in Dallas, TX - Dallas jobsSalary Search: Cloud Support Engineer I - Artificial Intelligence/Machine Learning salaries in Dallas, TXSee popular questions & answers about Amazon Web Services, Inc.",30+ days ago,3.5,,Full-time
Sr. Revenue Science Analyst and Revenue Science Advisor- Dat...,FedEx Services,"Plano, TX","Document, organize and maintain data files;Data wrangling and feature engineering: Data validation and methodology development: evaluate data quality; develop…View all FedEx Services jobs in Plano, TX - Plano jobsSalary Search: Sr. Revenue Science Analyst and Revenue Science Advisor- Data Scientist salaries in Plano, TXSee popular questions & answers about FedEx Services",30+ days ago,3.9,,
Data Science / Python Engineer,Pinnacle Group Workplace Solutions Provider,"Lewisville, TX","2 plus years of experience in applying AI to practical and comprehensive technology solutions.Proven experience with ML, deep learning, Tensorflow, Python, NLP…View all Pinnacle Group Workplace Solutions Provider jobs in Lewisville, TX - Lewisville jobsSalary Search: Data Science / Python Engineer salaries in Lewisville, TX",30+ days ago,,,
